id,msg
662,다들 바보같이 자고 있어요!!
663,이런일 쯤이야!\n오~~호호홋!!
664,정예병들은 최대한 피해서 가보죠.
665,이런!!\n함정이잖아!!
666,덤벼요! 더 와봐요!!\n나도 못참아!!
667,훗!! 그정도 실력으로 덤볐어요?
668,뻔뻔하군요!
669,공주님과 친구들을 납치한 주제에!
670,답답한 부류였군요!\n흥! 덤벼요!
671,인간이에요! 여길 막아야 해요!!
672,다시 방어 태세를 갖춰요!
673,아직이에요!
674,더 와요!
675,왜이리 많아? 또 와요!!
676,쬐금 강한 적이었네요.
677,괴물 같은 녀석!!
678,방심은 금물!
679,성질 나올뻔 했네요!
680,이거.. 숫자가 너무 많은데?
681,공주님을 지켜야 해요!
682,희안한 녀석들이네.
683,후~ 화상 입었잖아!!
684,끊임없이 오네? 대체 뭐야?!
685,뭐야!! 끝이 없잖아?!!
686,우리가 이겼어요!!
687,공주님은 안전해요!!
688,히잉~ 장난 아닌데요?
689,뭐야?! \n다른 녀석들도 왔어요!!
690,쳇!! 확실히 끝내버릴걸!!
691,무식하게 힘만 쎄가지고!!
692,뭐야!!\n또 쳐들어 왔다 이거지?!
693,흥!!\n끝장을 내버릴걸!!
694,내 뒤에 바짝 붙어요~
695,머..멀쩡하잖아?!
696,어머~ 또 이겨버렸네?
697,자~ 시작 해 볼까요?
698,마을이 엉망이 되었네?!
699,이제야 말이 통하네요.\n흥!
700,이거.. 엉망이 되었구먼..
701,어디..
702,보자..
703,슬픔의 기운이 느껴지는군.
704,이 할애비가 도와주마.
705,숨 한번 고르고~홀 홀
706,혼 좀 나야겠네 이것들!
707,후..몸 좀 풀어볼까?
708,꽁 꽁 얼려주마 요놈들!
709,우리 공주님. 제가 갑니다.
710,사악한 기운이 느껴진다!!
711,허.. 이녀석이!!
712,이건..조심해야 되겠는걸?
713,여기가 왕실..인가?
714,북서풍이 불어 주는군!
715,자~ 슬 슬 가 볼까?
716,화려하게도 지어놨군.
717,뭐 이래! 여긴!
718,얼음 맛을 보여 주마!
719,느낌이 좋지 않은데?
720,마력으로 나무도 왜곡되었군.
721,허 허~
722,홀 홀
723,에구구~
724,몬스터? 무식한 것들.
725,어때? 얼음 맛이?
726,조~금 아팠을 거다.
727,여긴 정리 된 듯 하군.
728,공주님. 어디에 계십니까?
729,이쯤하면 정리 된건가?
730,공주님을 내놓아라!
731,성으로 들어가서 찾아보자.
732,둔한 것들!!
733,이녀석! 혼 좀 나야겠군!
734,공주님.. 무사하신지..
735,사제녀석들이 보호막을 쓰는구먼.
736,부끄러운 줄을 알아야지!!
737,으차차!! 에구 허리야…
738,요녀석! 혼내주마!!
739,마력의 노예들 같으니라고!
740,여긴 꽤나 건조하구먼.
741,비켜라!
742,누워있는게 편할거다.
743,어험~
744,여기가 성이로군.
745,이 녀석들 잘도 쏘아대는군.
746,허어~
747,눈사람이 되고 싶은 게냐?
748,얼어라!
749,헐~
750,성 입구 수비가 왜 이리 적지?
751,모습을 드러내라!
752,글쎄. 과연 그럴까?
753,저 탑이 마력의 근원지인가?
754,호오~ 희안한 녀석들이네?
755,이제서야 본 모습을 드러내는군!
756,나는 얼음의 화신이다!\n어..허..험
757,이놈!! 네 정체가 뭐냐?!
758,공주님이 느껴진다!!
759,공주님!! 제가 왔습니다!!
760,에휴..쯧 쯧
761,사절단의 지원요청을 막아야 한다!
762,이녀석들이 자고 있는 지금이 기회다!!
763,이걸로 한시름 놓았군..
764,정예병을 피해서 잠입하자!!
765,이런 실수를..\n함정이군!!
766,후..이거 원..\n몸살 나겠구먼!
767,아이구 삭신이야…
768,허… 모른척하긴가?
769,납치한 공주님과 친구들을 돌려다오!
770,말로는 안통하겠군.\n훈계 해 주마!
771,인간의 군대다! 여기서 막아야 한다!!
772,더 오는군.. 방어 준비!!
773,방어 준비!!
774,더 온다!!
775,슬 슬 허리가 아픈데..
776,꽤 하는 녀석이었어.
777,멧돼지 같은 놈이군.
778,에구 허리야..
779,삭신이 쑤시는 구먼..
780,왜 이리들 많이 몰려와?!
781,공주님..지켜드리겠습니다!!
782,정신없는 녀석들이군.
783,뭐야 이놈! 불덩이잖아!
784,이것들 대체…왜 이리 몰려와?
785,지긋 지긋한 녀석들…
786,우리가 승리했다!!
787,공주님.. 이제 안전합니다!!
788,허얼.. 뭐냐 네놈들!!
789,이런!! 연합군..인건가?!
790,이번엔 다시오기 힘들게다!
791,멧돼지 녀석! 다시는 보기 싫군!!
792,이 지긋지긋한 녀석들!!
793,요놈들!!\n혼쭐을 내줘야지!!
794,따라와.\n할애비가 도와주마.
795,저…저..\n멀쩡한 녀석이!!
796,좀 더 수련하고 오시게.
797,으랏차~ 힘 좀 써 볼까?
798,헐.. 이게 대체 무슨 일인가?!
799,이제서야 느꼈는가? 악의 기운을..
800,나 집에 갈래! 보내줘... 흑 흑
801,엄마 보고 싶어. 으헝~
802,"고마워! 이거, 너 가져!"
803,미안!! 난 줄게 없어!!
804,히잉..\n크게 다쳐버렸어요..
805,헉..헉.. 잠시만 쉬어요.
806,이제 좀 나아졌어요.\n어서 가요.
807,재료아이템은 액트{0}에서 얻을 수 있습니다.
808,재료아이템은 리더몬스터에게서 얻을 수 있습니다.
809,재료아이템은 전투상점에서 구입 할 수 있습니다.
810,우~와아!! 살았다~!!
,
1000,1단계
1001,2단계
1002,3단계
1003,4단계
1004,5단계
,
1006,[db0303]!! 인벤토리 부족 !! [000000]스테이지 보상으로
,
,
,
,
,
,
1010,투기장 모드 오픈!!
1011,투기장 모드가 열렸습니다!\n전설의 발에 도전 해 보세요!!
1012,디펜스 모드 오픈!!
1013,디펜스 모드가 열렸습니다!\n과거로 돌아가 빅풋 마을을 지켜주세요!!
,
1100,초대메시지는 같은 수신자에게는 30일에 1번만 보낼 수 있습니다.
1101,카카오 초대 메시지를 보내는데 문제가 발생했습니다.
1102,메시지 수신을 차단한 사용자입니다.
1103,지원하지 않는 OS를 사용하는 유저입니다.
1104,1일 초대 횟수 30회를 초과하였습니다.
1105,유저 정보를 가져 오는데 실패 했습니다. 로그아웃 됩니다.
1106,사용 가능한 닉네임입니다.
1107,카카오 친구 목록갱신에 실패했습니다.
,
8001,서버오류가 발생했습니다.
8002,서버오류가 발생했습니다.
8003,서버오류가 발생했습니다.
8004,서버오류가 발생했습니다.
8005,서버오류가 발생했습니다.
8006,서버오류가 발생했습니다.
8007,서버오류가 발생했습니다.
8008,서버오류가 발생했습니다.
8009,서버오류가 발생했습니다.
8010,서버오류가 발생했습니다.
8011,서버오류가 발생했습니다.
8012,서버오류가 발생했습니다.
8013,서버오류가 발생했습니다.
8014,서버오류가 발생했습니다.
9000,서버오류가 발생했습니다.
9001,계정생성시 계정아이디중복
9002,계정선택시 비번틀렸음
9003,골드가 부족합니다.
9004,캐쉬가 부족합니다.
9005,인벤토리 공간이 부족합니다.
9006,쿄스튬 인벤토리가 부족합니다.
9007,사용할 수 없는 문자가 들어 있습니다.
9008,닉네임은 2~8 자로 만들어 주세요.
9009,아이템의 강화 수치가 이미 30입니다!!
9010,합성할 아이템 강화가 맥스가 아이다.
9011,합성할 아이템 등급이 맥스다.
9012,합성될 아이템이 없다.
9013,행동력이 부족합니다.
9014,타겟을 찾을 수 없음.
9015,지금은 투기장에 들어 갈 수 없어요.\n오전 10시 이후에 오세요.
9016,티켓이 부족하다.
9017,랭킹데이터끝.
9018,스킬포인트가 모자라다.
9019,지금 꿈의 기록을 모으고 있어요.\n오전 10시 이후에 오세요.
9020,이용정지된 계정입니다.
9021,이미 열어본 메일입니다.
9022,친구 목록이 이미 가득 찼어요!!
9023,상대방의 친구 숫자가 가득 찼어요!!
9024,스태미너 제한시간이 걸렸음.
9025,너무 많은 상대에게 친구 요청을 보냈어요!!
9026,조건이 충족되지 않았음.
9027,이미 업적보상받음!!
9028,이미 일일임무보상받음!!
9029,디펜스를 모두 클리어 했어요.\n이어하기는 할 수 없어요.
9030,서버와 연결 할 수 없습니다.
9031,다른기기에서 연결 되었습니다.
9032,보스가 이미 도망가 버렸습니다.
9033,보스가 이미 사망하였습니다.
9034,유효한 계정이 아닙니다.
9035,이미 사용중인 닉네임입니다.
9036,유효하지 않은 계정입니다.
9037,닉네임을 찾을 수 없습니다.
9038,메달이 부족합니다.
9039,인벤토리를 더이상 확장 할 수 없습니다.
9040,합성이 실패하였습니다.
9041,재료인벤이 충분하지 않습니다.
9042,요청시간을 초과하였습니다.
9043,서버점검중 입니다.
9044,아직 팔지 않는 상품입니다.
9045,암거래 쿠폰이 부족해요.
9046,유효기간이 지난 쿠폰이예요
9047,이미 사용된 쿠폰입니다.
9048,쿠폰은 계정당 하루 1회만 사용 가능해요.
9049,쿠폰 입력횟수는 하루 최대 5회 입니다.
9050,쿠폰 코드가 유효하지 않아요!!
9051,이미 리뷰보상 받았습니다.
9052,비정상적인 클라이언트입니다.
9056,이미 탈퇴 처리된 계정입니다.
9057,존재하지 않는 계정입니다.
9058,하루에 요청가능한 친구수를 넘겼습니다.
9059,특수임무 보상을 받았습니다.
9060,이벤트기간이 종료 되었습니다.
9061,각성포인트가 부족합니다.
9062,능력치 최대 포인트는 1000 입니다.
9063,더 이상 친구가 아닙니다.
